0.024676	0.155815	0.563478	0.992213	0.0658106	0.311313
0.0424085	0.251163	0.643078	0.199005	0.34334	0.237554
0.282162	0.00966274	0.522788	0.0144263	0.755391	0.231053
0.247065	0.0427076	0.839626	0.0342038	0.99741	1.15E-05
0.0124113	0.195651	0.230741	0.955355	0.0364105	0.515021
0.000562636	0.335159	0.688349	0.614547	8.61E-06	0.457489
0.00888767	0.386773	0.648375	0.981417	0.0685906	0.325441
0.00824863	0.461231	0.279003	0.618513	0.000718167	0.241953
0.001896	0.357938	0.26293	0.947861	0.126605	0.34765
0	0	0	0	0	0
0	0	0	0	0	0
0.00414156	0.48246	0.53646	0.0442821	0.144295	0.365038
0.00669736	0.320604	0.439634	0.644961	0.0648122	0.380569
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0.0082	0.392767	0.615315	0.796954	0.0795942	0.357455
0.00387396	0.310518	0.791651	0.860718	0.0372875	0.422874
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
